running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_3
---------------------------------
| rollout/           |          |
|    loss                 | 14.9       |
|    n_updates            | 60         |
|    policy_gradient_loss | -0.0891    |
|    std                  | 0.367      |
|    value_loss           | 105        |
----------------------------------------
----------------------------------------
| reward                  | -3.35      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0.0411     |
| reward_torque           | -3.41      |
| reward_velocity         | 0.0249     |
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | -262       |
| time/                   |            |
|    fps                  | 267        |
|    iterations           | 5          |
|    time_elapsed         | 19         |
|    total_timesteps      | 5120       |
| train/                  |            |
|    approx_kl            | 0.06722508 |
|    clip_fraction        | 0.183      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.534      |
|    learning_rate        | 0.0003     |
|    loss                 | 37.8       |
|    n_updates            | 80         |
|    policy_gradient_loss | -0.0931    |
|    std                  | 0.367      |
|    value_loss           | 117        |
----------------------------------------
Num timesteps: 6000
Best mean reward: -inf - Last mean reward per episode: -229.45
Saving new best model to rl/out_dir/models/exp74/best_model.zip
----------------------------------------
| reward                  | -3.37      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0.0272     |
| reward_torque           | -3.42      |
| reward_velocity         | 0.0237     |
| rollout/                |            |
|    ep_len_mean          | 87.7       |
|    ep_rew_mean          | -225       |
| time/                   |            |
|    fps                  | 264        |
|    iterations           | 6          |
|    time_elapsed         | 23         |
|    total_timesteps      | 6144       |
| train/                  |            |
|    approx_kl            | 0.07324174 |
|    clip_fraction        | 0.189      |
|    clip_range           | 0.4        |
|    entropy_loss         | -22.2      |
|    explained_variance   | 0.244      |
|    learning_rate        | 0.0003     |
|    loss                 | 18.4       |
|    n_updates            | 100        |
|    policy_gradient_loss | -0.0859    |
|    std                  | 0.367      |
|    value_loss           | 91.2       |
----------------------------------------
----------------------------------------
| reward                  | -3.37      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0.0236     |
| reward_torque           | -3.41      |
| reward_velocity         | 0.0236     |
| rollout/                |            |
|    ep_len_mean          | 71.9       |
|    ep_rew_mean          | -188       |
| time/                   |            |
|    fps                  | 262        |
|    iterations           | 7          |
|    time_elapsed         | 27         |
|    total_timesteps      | 7168       |
| train/                  |            |
|    approx_kl            | 0.06833801 |
|    clip_fraction        | 0.173      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.3      |
|    explained_variance   | 0.056      |
|    learning_rate        | 0.0003     |
|    loss                 | 70.8       |
|    n_updates            | 120        |
|    policy_gradient_loss | -0.106     |
|    std                  | 0.367      |
|    value_loss           | 205        |
----------------------------------------
-----------------------------------------
| reward                  | -3.41       |
| reward_contact          | 0           |
| reward_ctrl             | 0           |
| reward_motion           | 0.0259      |
| reward_torque           | -3.45       |
| reward_velocity         | 0.0231      |
| rollout/                |             |
|    ep_len_mean          | 61          |
|    ep_rew_mean          | -161        |
| time/                   |             |
|    fps                  | 261         |
|    iterations           | 8           |
|    time_elapsed         | 31          |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.062687606 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.4         |
|    entropy_loss         | -20.9       |
|    explained_variance   | 0.125       |
|    learning_rate        | 0.0003      |
|    loss                 | 87.9        |
